"Mês Ano";"Órgão Superior";"Órgão/Entidade Vinculada";"Valor Empenhado";"Valor Liquidado";"Valor Pago";"Valor Restos a Pagar Pagos";
"03/2023";"52000 - Ministério da Defesa";"52233 - Amazônia Azul Tecnologia de Defesa S.A.";"5.119.107,98";"35.240.005,86";"30.601.822,80";"4.121.420,32";
"04/2023";"52000 - Ministério da Defesa";"52233 - Amazônia Azul Tecnologia de Defesa S.A.";"883.856,76";"27.716.500,79";"26.715.853,95";"4.244.478,46";
"05/2023";"52000 - Ministério da Defesa";"52233 - Amazônia Azul Tecnologia de Defesa S.A.";"40.857.519,34";"38.425.081,02";"32.465.799,11";"6.030.780,18";
"07/2023";"52000 - Ministério da Defesa";"52233 - Amazônia Azul Tecnologia de Defesa S.A.";"3.591.300,73";"36.193.996,50";"46.324.996,81";"2.737.511,10";
"08/2023";"52000 - Ministério da Defesa";"52233 - Amazônia Azul Tecnologia de Defesa S.A.";"5.644.023,00";"61.231.104,87";"55.285.794,99";"3.924.867,63";
"06/2023";"30000 - Ministério da Justiça e Segurança Pública";"30212 - Autoridade Nacional de Proteção de Dados";"273.163,83";"261.109,44";"257.589,99";"0,00";
"07/2023";"30000 - Ministério da Justiça e Segurança Pública";"30212 - Autoridade Nacional de Proteção de Dados";"94.200,00";"258.989,86";"261.141,39";"0,00";
"08/2023";"30000 - Ministério da Justiça e Segurança Pública";"30212 - Autoridade Nacional de Proteção de Dados";"468.213,17";"279.427,20";"279.995,12";"0,00";
"09/2023";"30000 - Ministério da Justiça e Segurança Pública";"30212 - Autoridade Nacional de Proteção de Dados";"65.617,00";"492.160,33";"492.188,56";"0,00";
"11/2023";"30000 - Ministério da Justiça e Segurança Pública";"30212 - Autoridade Nacional de Proteção de Dados";"501.736,65";"795.204,88";"634.503,17";"0,00";
"12/2023";"30000 - Ministério da Justiça e Segurança Pública";"30212 - Autoridade Nacional de Proteção de Dados";"328.169,11";"712.221,93";"918.778,57";"0,00";
"04/2023";"30000 - Ministério da Justiça e Segurança Pública";"30212 - Autoridade Nacional de Proteção de Dados";"344.008,78";"259.534,02";"199.858,74";"228.262,02";
"05/2023";"30000 - Ministério da Justiça e Segurança Pública";"30212 - Autoridade Nacional de Proteção de Dados";"1.961.944,49";"289.099,23";"342.988,93";"419.980,00";
"10/2023";"30000 - Ministério da Justiça e Segurança Pública";"30212 - Autoridade Nacional de Proteção de Dados";"901.920,20";"559.884,68";"241.446,32";"75.900,00";
"01/2023";"25201 - Banco Central do Brasil - Orçamento Fiscal e Seguridade Social";"25201 - Banco Central do Brasil - Orçamento Fiscal e Seguridade Social - Unidades com vínculo direto";"342.941.229,32";"284.341.304,63";"15.157.500,95";"273.877.643,45";
"02/2023";"25201 - Banco Central do Brasil - Orçamento Fiscal e Seguridade Social";"25201 - Banco Central do Brasil - Orçamento Fiscal e Seguridade Social - Unidades com vínculo direto";"342.396.833,15";"283.004.398,08";"282.958.137,14";"6.414.141,83";
"03/2023";"25201 - Banco Central do Brasil - Orçamento Fiscal e Seguridade Social";"25201 - Banco Central do Brasil - Orçamento Fiscal e Seguridade Social - Unidades com vínculo direto";"284.942.842,80";"296.849.401,10";"291.915.636,04";"7.105.018,32";
"04/2023";"25201 - Banco Central do Brasil - Orçamento Fiscal e Seguridade Social";"25201 - Banco Central do Brasil - Orçamento Fiscal e Seguridade Social - Unidades com vínculo direto";"400.254.356,11";"386.042.513,98";"291.956.704,81";"2.557.818,11";
"05/2023";"25201 - Banco Central do Brasil - Orçamento Fiscal e Seguridade Social";"25201 - Banco Central do Brasil - Orçamento Fiscal e Seguridade Social - Unidades com vínculo direto";"407.835.100,47";"326.452.882,65";"401.082.336,21";"5.850.313,12";
"06/2023";"25201 - Banco Central do Brasil - Orçamento Fiscal e Seguridade Social";"25201 - Banco Central do Brasil - Orçamento Fiscal e Seguridade Social - Unidades com vínculo direto";"299.399.791,56";"320.278.911,14";"319.796.833,79";"1.117.397,15";
"07/2023";"25201 - Banco Central do Brasil - Orçamento Fiscal e Seguridade Social";"25201 - Banco Central do Brasil - Orçamento Fiscal e Seguridade Social - Unidades com vínculo direto";"338.237.097,15";"323.497.781,47";"320.806.479,50";"881.202,92";
"08/2023";"25201 - Banco Central do Brasil - Orçamento Fiscal e Seguridade Social";"25201 - Banco Central do Brasil - Orçamento Fiscal e Seguridade Social - Unidades com vínculo direto";"306.119.055,71";"323.026.319,23";"319.475.558,08";"2.734.578,52";
"09/2023";"25201 - Banco Central do Brasil - Orçamento Fiscal e Seguridade Social";"25201 - Banco Central do Brasil - Orçamento Fiscal e Seguridade Social - Unidades com vínculo direto";"293.148.805,28";"316.018.497,80";"321.584.322,37";"964.890,64";
"10/2023";"25201 - Banco Central do Brasil - Orçamento Fiscal e Seguridade Social";"25201 - Banco Central do Brasil - Orçamento Fiscal e Seguridade Social - Unidades com vínculo direto";"283.272.080,61";"327.188.087,40";"328.857.416,07";"973.026,66";
"11/2023";"25201 - Banco Central do Brasil - Orçamento Fiscal e Seguridade Social";"25201 - Banco Central do Brasil - Orçamento Fiscal e Seguridade Social - Unidades com vínculo direto";"437.479.362,22";"469.921.500,02";"318.698.892,62";"187.020,29";
"12/2023";"25201 - Banco Central do Brasil - Orçamento Fiscal e Seguridade Social";"25201 - Banco Central do Brasil - Orçamento Fiscal e Seguridade Social - Unidades com vínculo direto";"354.590.115,89";"379.092.359,51";"678.121.158,21";"1.558.744,54";
"01/2023";"52000 - Ministério da Defesa";"31280 - Caixa de Construções de Casas para o Pessoal da Marinha do Brasil";"228.475.363,70";"8.017.294,77";"8.017.294,77";"17.957.761,94";
"02/2023";"52000 - Ministério da Defesa";"31280 - Caixa de Construções de Casas para o Pessoal da Marinha do Brasil";"21.839.346,04";"5.872.797,43";"5.872.605,17";"10.889.166,97";
"03/2023";"52000 - Ministério da Defesa";"31280 - Caixa de Construções de Casas para o Pessoal da Marinha do Brasil";"- 2.556.481,25";"10.888.934,32";"10.851.124,30";"13.693.093,87";
"04/2023";"52000 - Ministério da Defesa";"31280 - Caixa de Construções de Casas para o Pessoal da Marinha do Brasil";"3.973.961,80";"8.659.463,89";"8.696.277,78";"12.862.194,83";
"05/2023";"52000 - Ministério da Defesa";"31280 - Caixa de Construções de Casas para o Pessoal da Marinha do Brasil";"112.318,73";"10.719.226,75";"10.713.511,94";"13.323.391,77";
"06/2023";"52000 - Ministério da Defesa";"31280 - Caixa de Construções de Casas para o Pessoal da Marinha do Brasil";"115.181,54";"11.049.937,95";"9.420.712,24";"8.386.634,98";
"07/2023";"52000 - Ministério da Defesa";"31280 - Caixa de Construções de Casas para o Pessoal da Marinha do Brasil";"- 772.474,58";"6.995.555,17";"8.627.740,40";"9.361.660,12";
"08/2023";"52000 - Ministério da Defesa";"31280 - Caixa de Construções de Casas para o Pessoal da Marinha do Brasil";"946.341,52";"10.026.074,81";"10.020.209,32";"12.502.290,45";
"09/2023";"52000 - Ministério da Defesa";"31280 - Caixa de Construções de Casas para o Pessoal da Marinha do Brasil";"23.625,47";"12.566.827,76";"11.084.077,06";"8.955.291,23";
"10/2023";"52000 - Ministério da Defesa";"31280 - Caixa de Construções de Casas para o Pessoal da Marinha do Brasil";"- 12.318.454,62";"31.570.324,71";"32.835.530,06";"3.044.424,42";
"11/2023";"52000 - Ministério da Defesa";"31280 - Caixa de Construções de Casas para o Pessoal da Marinha do Brasil";"- 19.027.523,95";"22.363.350,43";"20.921.322,05";"2.003.172,59";
"12/2023";"52000 - Ministério da Defesa";"31280 - Caixa de Construções de Casas para o Pessoal da Marinha do Brasil";"20.831.779,67";"40.958.373,52";"42.612.969,06";"2.600.095,48";
"01/2023";"52000 - Ministério da Defesa";"52211 - Caixa de Financiamento Imobiliário da Aeronáutica";"1.670.209,00";"121.806,64";"12.526,92";"317.805,36";
"02/2023";"52000 - Ministério da Defesa";"52211 - Caixa de Financiamento Imobiliário da Aeronáutica";"0,00";"127.409,58";"123.928,14";"91.751,72";
"03/2023";"52000 - Ministério da Defesa";"52211 - Caixa de Financiamento Imobiliário da Aeronáutica";"576.000,00";"348.497,54";"349.925,89";"126.688,52";
"04/2023";"52000 - Ministério da Defesa";"52211 - Caixa de Financiamento Imobiliário da Aeronáutica";"540.742,99";"414.999,17";"411.946,99";"35.533,07";
"05/2023";"52000 - Ministério da Defesa";"52211 - Caixa de Financiamento Imobiliário da Aeronáutica";"469.916,87";"540.958,23";"514.302,01";"5.636,17";
"06/2023";"52000 - Ministério da Defesa";"52211 - Caixa de Financiamento Imobiliário da Aeronáutica";"435.506,96";"418.175,04";"363.072,41";"36.379,59";
"07/2023";"52000 - Ministério da Defesa";"52211 - Caixa de Financiamento Imobiliário da Aeronáutica";"294.132,00";"612.738,39";"668.746,31";"0,00";
"08/2023";"52000 - Ministério da Defesa";"52211 - Caixa de Financiamento Imobiliário da Aeronáutica";"162.959,00";"349.109,36";"334.982,64";"3.000,00";
"09/2023";"52000 - Ministério da Defesa";"52211 - Caixa de Financiamento Imobiliário da Aeronáutica";"277.568,40";"424.761,79";"449.395,54";"4.526,32";
"10/2023";"52000 - Ministério da Defesa";"52211 - Caixa de Financiamento Imobiliário da Aeronáutica";"664.745,38";"592.843,30";"579.057,44";"0,00";
"11/2023";"52000 - Ministério da Defesa";"52211 - Caixa de Financiamento Imobiliário da Aeronáutica";"528.460,52";"689.243,39";"620.140,03";"0,00";
"12/2023";"52000 - Ministério da Defesa";"52211 - Caixa de Financiamento Imobiliário da Aeronáutica";"1.432.447,66";"557.668,54";"599.516,87";"0,00";
"01/2023";"26000 - Ministério da Educação";"26256 - Centro Federal de Educação Tecnológica Celso Suckow da Fonseca";"369.692.744,79";"30.530.931,95";"5.744.108,31";"32.695.775,36";
"05/2023";"26000 - Ministério da Educação";"26256 - Centro Federal de Educação Tecnológica Celso Suckow da Fonseca";"14.040.226,41";"35.010.997,99";"29.486.720,20";"1.663.988,54";
"06/2023";"26000 - Ministério da Educação";"26256 - Centro Federal de Educação Tecnológica Celso Suckow da Fonseca";"6.646.622,97";"45.738.439,77";"35.330.420,41";"360.050,46";
"02/2023";"26000 - Ministério da Educação";"26256 - Centro Federal de Educação Tecnológica Celso Suckow da Fonseca";"5.632.033,15";"33.457.776,08";"34.252.281,09";"1.102.232,80";
"03/2023";"26000 - Ministério da Educação";"26256 - Centro Federal de Educação Tecnológica Celso Suckow da Fonseca";"4.223.557,86";"32.596.707,22";"35.039.610,56";"1.799.683,79";
"04/2023";"26000 - Ministério da Educação";"26256 - Centro Federal de Educação Tecnológica Celso Suckow da Fonseca";"1.363.136,20";"32.180.752,84";"32.021.704,66";"1.388.259,64";
"07/2023";"26000 - Ministério da Educação";"26256 - Centro Federal de Educação Tecnológica Celso Suckow da Fonseca";"5.864.045,71";"36.214.547,61";"41.605.552,28";"383.031,49";
"08/2023";"26000 - Ministério da Educação";"26256 - Centro Federal de Educação Tecnológica Celso Suckow da Fonseca";"9.160.697,04";"35.662.172,30";"35.847.683,59";"3.285.050,38";
"09/2023";"26000 - Ministério da Educação";"26256 - Centro Federal de Educação Tecnológica Celso Suckow da Fonseca";"5.943.023,03";"35.575.221,03";"35.407.770,52";"203.346,08";
"10/2023";"26000 - Ministério da Educação";"26256 - Centro Federal de Educação Tecnológica Celso Suckow da Fonseca";"8.720.665,02";"36.600.366,70";"35.122.782,06";"648.525,65";
"11/2023";"26000 - Ministério da Educação";"26256 - Centro Federal de Educação Tecnológica Celso Suckow da Fonseca";"41.551.974,71";"54.907.816,30";"43.254.178,79";"110.421,66";
"12/2023";"26000 - Ministério da Educação";"26256 - Centro Federal de Educação Tecnológica Celso Suckow da Fonseca";"14.537.980,06";"47.945.393,18";"46.627.420,41";"1.815.038,96";
"04/2023";"26000 - Ministério da Educação";"26257 - Centro Federal de Educação Tecnológica de Minas Gerais";"18.468.318,14";"41.269.007,65";"39.275.704,56";"2.522.928,02";
"05/2023";"26000 - Ministério da Educação";"26257 - Centro Federal de Educação Tecnológica de Minas Gerais";"9.241.327,69";"43.921.380,98";"37.251.746,96";"796.633,93";
"01/2023";"26000 - Ministério da Educação";"26257 - Centro Federal de Educação Tecnológica de Minas Gerais";"446.571.570,55";"39.762.612,86";"13.672.902,91";"38.560.070,32";
"02/2023";"26000 - Ministério da Educação";"26257 - Centro Federal de Educação Tecnológica de Minas Gerais";"- 9.695.908,20";"36.088.502,43";"37.137.339,61";"849.714,61";
"03/2023";"26000 - Ministério da Educação";"26257 - Centro Federal de Educação Tecnológica de Minas Gerais";"2.878.353,38";"37.721.663,05";"37.348.406,50";"2.584.983,69";
"06/2023";"26000 - Ministério da Educação";"26257 - Centro Federal de Educação Tecnológica de Minas Gerais";"10.831.699,50";"54.777.206,43";"45.130.256,37";"622.378,22";
"07/2023";"26000 - Ministério da Educação";"26257 - Centro Federal de Educação Tecnológica de Minas Gerais";"1.155.033,07";"45.106.040,95";"54.043.669,11";"604.126,95";
"08/2023";"26000 - Ministério da Educação";"26257 - Centro Federal de Educação Tecnológica de Minas Gerais";"3.103.103,83";"42.799.039,60";"44.777.631,59";"1.082.151,79";
"09/2023";"26000 - Ministério da Educação";"26257 - Centro Federal de Educação Tecnológica de Minas Gerais";"3.091.392,23";"44.572.870,77";"42.974.732,78";"165.344,25";
"10/2023";"26000 - Ministério da Educação";"26257 - Centro Federal de Educação Tecnológica de Minas Gerais";"7.035.654,08";"42.773.497,30";"43.976.317,85";"107.262,88";
"11/2023";"26000 - Ministério da Educação";"26257 - Centro Federal de Educação Tecnológica de Minas Gerais";"33.310.858,40";"65.226.323,22";"52.053.684,93";"42.045,00";
"12/2023";"26000 - Ministério da Educação";"26257 - Centro Federal de Educação Tecnológica de Minas Gerais";"35.638.350,00";"57.940.312,83";"56.442.370,79";"272.508,64";
"01/2023";"24000 - Ministério da Ciência, Tecnologia e Inovação";"24209 - Centro Nacional de Tecnologia Eletrônica Avançada S.A.";"30.789.198,56";"1.725.772,13";"583.776,78";"2.997.228,95";
"02/2023";"24000 - Ministério da Ciência, Tecnologia e Inovação";"24209 - Centro Nacional de Tecnologia Eletrônica Avançada S.A.";"1.161.227,63";"2.251.460,75";"2.301.017,22";"892.941,55";
"03/2023";"24000 - Ministério da Ciência, Tecnologia e Inovação";"24209 - Centro Nacional de Tecnologia Eletrônica Avançada S.A.";"- 142.665,95";"3.461.222,58";"3.460.793,89";"131.983,88";
"04/2023";"24000 - Ministério da Ciência, Tecnologia e Inovação";"24209 - Centro Nacional de Tecnologia Eletrônica Avançada S.A.";"- 192.649,23";"2.894.715,38";"2.878.877,36";"362.639,35";
"05/2023";"24000 - Ministério da Ciência, Tecnologia e Inovação";"24209 - Centro Nacional de Tecnologia Eletrônica Avançada S.A.";"7.899.737,44";"3.389.427,71";"3.156.875,08";"123.501,21";
"06/2023";"24000 - Ministério da Ciência, Tecnologia e Inovação";"24209 - Centro Nacional de Tecnologia Eletrônica Avançada S.A.";"1.148.331,85";"3.762.795,22";"3.393.223,18";"1.117,72";
"07/2023";"24000 - Ministério da Ciência, Tecnologia e Inovação";"24209 - Centro Nacional de Tecnologia Eletrônica Avançada S.A.";"4.923.292,89";"5.137.879,27";"5.472.877,31";"59.201,13";
"08/2023";"24000 - Ministério da Ciência, Tecnologia e Inovação";"24209 - Centro Nacional de Tecnologia Eletrônica Avançada S.A.";"513.575,97";"3.482.182,93";"3.235.448,46";"0,00";
"09/2023";"24000 - Ministério da Ciência, Tecnologia e Inovação";"24209 - Centro Nacional de Tecnologia Eletrônica Avançada S.A.";"1.264.443,33";"3.426.505,40";"3.525.803,44";"0,00";
"10/2023";"24000 - Ministério da Ciência, Tecnologia e Inovação";"24209 - Centro Nacional de Tecnologia Eletrônica Avançada S.A.";"2.418.773,90";"4.523.002,90";"4.310.339,64";"9.000,09";
"11/2023";"24000 - Ministério da Ciência, Tecnologia e Inovação";"24209 - Centro Nacional de Tecnologia Eletrônica Avançada S.A.";"- 105.245,50";"4.212.725,24";"3.774.736,15";"0,00";
"12/2023";"24000 - Ministério da Ciência, Tecnologia e Inovação";"24209 - Centro Nacional de Tecnologia Eletrônica Avançada S.A.";"1.399.228,81";"6.140.507,20";"7.212.929,49";"37.177,98";
"01/2023";"26000 - Ministério da Educação";"26201 - Colégio Pedro II";"474.379.776,00";"51.069.704,19";"13.900.327,90";"54.858.169,43";
"02/2023";"26000 - Ministério da Educação";"26201 - Colégio Pedro II";"8.841.311,58";"57.672.470,81";"52.378.170,47";"2.661.536,03";
"03/2023";"26000 - Ministério da Educação";"26201 - Colégio Pedro II";"- 2.043.865,78";"53.822.259,90";"58.385.409,77";"4.201.019,56";
"04/2023";"26000 - Ministério da Educação";"26201 - Colégio Pedro II";"10.212.446,85";"54.305.816,10";"53.368.574,37";"1.982.316,42";
"05/2023";"26000 - Ministério da Educação";"26201 - Colégio Pedro II";"50.994.825,38";"58.830.640,58";"49.323.739,32";"1.233.641,72";
"06/2023";"26000 - Ministério da Educação";"26201 - Colégio Pedro II";"94.726.043,81";"77.644.872,40";"58.877.069,73";"1.911.321,80";
"07/2023";"26000 - Ministério da Educação";"26201 - Colégio Pedro II";"10.843.845,60";"60.917.677,68";"78.787.775,77";"1.282.166,27";
"08/2023";"26000 - Ministério da Educação";"26201 - Colégio Pedro II";"48.356.668,84";"60.604.552,83";"60.644.912,68";"1.384.040,26";
"09/2023";"26000 - Ministério da Educação";"26201 - Colégio Pedro II";"13.486.162,44";"61.352.301,50";"61.049.469,40";"4.253.912,63";
"10/2023";"26000 - Ministério da Educação";"26201 - Colégio Pedro II";"8.650.069,96";"61.853.051,66";"61.248.341,48";"979.008,57";
