"Mês Ano";"Área de atuação (Função)";"Subfunção";"Valor Empenhado";"Valor Liquidado";"Valor Pago";"Valor Restos a Pagar Pagos";
"01/2023";"05 - Defesa nacional";"542 - Controle ambiental";"6.657.284,31";"190.266,87";"117.904,39";"1.091.535,46";
"01/2023";"05 - Defesa nacional";"125 - Normatização e fiscalização";"9.670.903,15";"476.574,38";"393.905,34";"9.171.138,89";
"01/2023";"05 - Defesa nacional";"572 - Desenvolvimento tecnológico e engenharia";"2.762.775,75";"50.518,13";"2.353,35";"4.528.164,79";
"01/2023";"05 - Defesa nacional";"722 - Telecomunicações";"94.799,00";"2.101,60";"2.101,60";"866.903,08";
"01/2023";"26 - Transporte";"784 - Transporte hidroviário";"1.849.123,12";"0,00";"0,00";"18.915.495,89";
"01/2023";"26 - Transporte";"782 - Transporte rodoviário";"194.814.999,96";"0,00";"0,00";"511.825.149,83";
"01/2023";"26 - Transporte";"122 - Administração geral";"721.214.119,05";"102.120.438,41";"17.767.702,78";"148.972.662,40";
"01/2023";"13 - Cultura";"846 - Outros encargos especiais";"10.951.062,19";"3.376.182,66";"3.376.182,66";"0,00";
"01/2023";"18 - Gestão ambiental";"846 - Outros encargos especiais";"138.664.296,48";"13.403.110,30";"13.338.569,65";"3.984.400,60";
"01/2023";"07 - Relações exteriores";"846 - Outros encargos especiais";"30.037.104,00";"11.613.939,92";"11.613.939,92";"78.557,28";
"01/2023";"10 - Saúde";"128 - Formação de recursos humanos";"130.448.525,71";"18.626.719,66";"6.293.659,63";"38.282.939,68";
"01/2023";"06 - Segurança pública";"846 - Outros encargos especiais";"1.436.783.728,50";"105.353.434,48";"105.353.434,48";"613.499,05";
"01/2023";"06 - Segurança pública";"301 - Atenção básica";"0,00";"0,00";"0,00";"31.518.993,12";
"01/2023";"07 - Relações exteriores";"128 - Formação de recursos humanos";"50.000,00";"23.535,60";"0,00";"28.906,24";
"01/2023";"13 - Cultura";"391 - Patrimônio histórico, artístico e arqueológico";"56.776,34";"8.146,64";"885,09";"3.793.051,53";
"01/2023";"12 - Educação";"128 - Formação de recursos humanos";"2.599.799,79";"175.032,20";"10.674,20";"3.074.570,37";
"01/2023";"22 - Indústria";"301 - Atenção básica";"0,00";"0,00";"0,00";"2.774.898,04";
"01/2023";"10 - Saúde";"122 - Administração geral";"5.331.523.175,52";"552.226.302,87";"209.605.422,56";"473.444.663,89";
"01/2023";"19 - Ciência e Tecnologia";"301 - Atenção básica";"0,00";"0,00";"0,00";"6.148.909,56";
"01/2023";"12 - Educação";"122 - Administração geral";"379.894.288,85";"46.429.707,54";"14.533.171,59";"93.660.719,76";
"01/2023";"22 - Indústria";"128 - Formação de recursos humanos";"4.206,08";"2.216,08";"0,00";"58.853,96";
"01/2023";"19 - Ciência e Tecnologia";"122 - Administração geral";"1.110.844.551,54";"94.452.065,87";"16.641.537,16";"120.139.473,79";
"01/2023";"18 - Gestão ambiental";"543 - Recuperação de áreas degradadas";"0,00";"0,00";"0,00";"167.682,21";
"01/2023";"18 - Gestão ambiental";"331 - Proteção e benefícios ao trabalhador";"38.385.187,72";"4.107.750,35";"53.129,22";"0,00";
"01/2023";"19 - Ciência e Tecnologia";"331 - Proteção e benefícios ao trabalhador";"70.897.655,78";"4.947.018,97";"286.393,84";"0,00";
"01/2023";"22 - Indústria";"126 - Tecnologia da informação";"10.655,18";"4.427,59";"800,00";"705.494,12";
"01/2023";"07 - Relações exteriores";"691 - Promoção comercial";"52.683,80";"52.683,80";"52.683,80";"166.156,02";
"01/2023";"22 - Indústria";"331 - Proteção e benefícios ao trabalhador";"20.078.006,24";"5.364.721,25";"2.700.851,24";"0,00";
"01/2023";"07 - Relações exteriores";"331 - Proteção e benefícios ao trabalhador";"45.867.660,55";"41.707.703,60";"41.173.144,91";"0,00";
"01/2023";"07 - Relações exteriores";"212 - Cooperação internacional";"693.097,69";"331.070,17";"331.070,17";"7.000.901,09";
"01/2023";"22 - Indústria";"127 - Ordenamento territorial";"20.209,09";"5.818,08";"5.392,46";"439.132,51";
"01/2023";"22 - Indústria";"182 - Defesa civil";"339.956,25";"90.160,48";"53.645,93";"0,00";
"01/2023";"12 - Educação";"364 - Ensino superior";"21.005.283.860,73";"2.213.746.035,50";"571.778.119,21";"2.484.292.598,67";
"01/2023";"06 - Segurança pública";"181 - Policiamento";"194.628.521,30";"30.875.883,13";"27.909.409,92";"57.154.854,91";
"01/2023";"19 - Ciência e Tecnologia";"572 - Desenvolvimento tecnológico e engenharia";"149.998.227,88";"128.890.595,30";"87.814.070,15";"57.339.502,65";
"01/2023";"06 - Segurança pública";"331 - Proteção e benefícios ao trabalhador";"298.857.040,06";"29.066.255,00";"3.475.720,65";"0,00";
"01/2023";"22 - Indústria";"544 - Recursos hídricos";"141.591,18";"81.727,49";"57.479,08";"395.938,72";
"01/2023";"10 - Saúde";"331 - Proteção e benefícios ao trabalhador";"577.063.619,15";"51.406.043,51";"5.283.573,00";"0,00";
"01/2023";"10 - Saúde";"301 - Atenção básica";"2.461.451.309,32";"2.111.089.798,65";"2.013.067.566,03";"64.568.510,57";
"01/2023";"07 - Relações exteriores";"301 - Atenção básica";"0,00";"0,00";"0,00";"624.419,97";
"01/2023";"22 - Indústria";"663 - Mineração";"353.123,84";"138.783,27";"123.880,15";"1.474.901,92";
"01/2023";"06 - Segurança pública";"122 - Administração geral";"4.908.475.222,25";"555.780.264,98";"153.927.769,50";"557.996.481,38";
"01/2023";"12 - Educação";"363 - Ensino profissional";"8.516.109.350,92";"873.647.292,18";"230.696.640,03";"1.147.747.848,09";
"01/2023";"22 - Indústria";"122 - Administração geral";"286.147.861,54";"70.382.567,62";"13.497.153,40";"89.965.254,76";
"01/2023";"07 - Relações exteriores";"392 - Difusão cultural";"3.023.551,45";"2.638.131,55";"2.546.111,90";"1.210.008,31";
"01/2023";"10 - Saúde";"302 - Assistência hospitalar e ambulatorial";"8.081.647.002,41";"3.847.391.759,24";"3.805.638.556,65";"833.265.016,88";
"01/2023";"07 - Relações exteriores";"122 - Administração geral";"224.299.023,58";"126.313.986,68";"114.252.540,64";"37.524.594,40";
"01/2023";"07 - Relações exteriores";"211 - Relações diplomáticas";"54.511.223,25";"43.313.987,61";"41.238.505,75";"25.943.506,49";
"01/2023";"13 - Cultura";"301 - Atenção básica";"0,00";"0,00";"0,00";"1.760.374,03";
"01/2023";"18 - Gestão ambiental";"542 - Controle ambiental";"5.832.804,26";"1.507.833,07";"417.751,56";"5.337.249,38";
"01/2023";"05 - Defesa nacional";"846 - Outros encargos especiais";"177.273.128,87";"18.879.294,86";"18.879.294,86";"0,00";
"01/2023";"20 - Agricultura";"571 - Desenvolvimento científico";"0,00";"0,00";"0,00";"4.050.000,00";
"01/2023";"12 - Educação";"331 - Proteção e benefícios ao trabalhador";"2.318.862.234,35";"233.139.460,11";"26.091.724,79";"0,00";
"01/2023";"13 - Cultura";"331 - Proteção e benefícios ao trabalhador";"5.172.963,58";"1.702.282,78";"28.733,28";"0,00";
"01/2023";"18 - Gestão ambiental";"695 - Turismo";"0,00";"0,00";"0,00";"77.754,76";
"01/2023";"05 - Defesa nacional";"126 - Tecnologia da informação";"1.457.486,35";"0,00";"0,00";"790.716,35";
"01/2023";"05 - Defesa nacional";"364 - Ensino superior";"1.837.483,39";"1.474,39";"0,00";"176.497,45";
"01/2023";"13 - Cultura";"128 - Formação de recursos humanos";"4.800,00";"1.503,31";"0,00";"168.536,92";
"01/2023";"18 - Gestão ambiental";"128 - Formação de recursos humanos";"19.503,92";"761,12";"761,12";"76.443,79";
"01/2023";"12 - Educação";"846 - Outros encargos especiais";"7.192.466.658,66";"604.975.652,63";"601.500.810,21";"6.163.950,98";
"01/2023";"18 - Gestão ambiental";"301 - Atenção básica";"0,00";"0,00";"0,00";"4.075.973,24";
"01/2023";"05 - Defesa nacional";"183 - Informação e inteligência";"730.073,21";"178.104,36";"178.104,36";"260.892,30";
"01/2023";"18 - Gestão ambiental";"541 - Preservação e conservação ambiental";"8.002.595,03";"39.457,20";"30.926,25";"17.734.910,86";
"01/2023";"09 - Previdência social";"272 - Previdência do regime estatutário";"73.317.161.617,05";"7.590.006.957,43";"770.485.536,35";"6.785.231.387,47";
"01/2023";"05 - Defesa nacional";"368 - Educação básica";"879.767,36";"0,00";"0,00";"251.102,97";
"01/2023";"12 - Educação";"302 - Assistência hospitalar e ambulatorial";"8.177.343.352,92";"735.079.098,58";"131.739.401,46";"1.282.367.041,26";
"01/2023";"05 - Defesa nacional";"131 - Comunicação social";"120.532,40";"1.744,76";"1.744,76";"76.111,52";
"01/2023";"12 - Educação";"301 - Atenção básica";"0,00";"0,00";"0,00";"218.716.161,06";
"01/2023";"05 - Defesa nacional";"244 - Assistência comunitária";"23.800,00";"0,00";"0,00";"34.121.657,13";
"01/2023";"18 - Gestão ambiental";"122 - Administração geral";"708.968.899,96";"73.180.628,02";"26.597.610,80";"72.525.261,17";
"01/2023";"13 - Cultura";"122 - Administração geral";"69.171.529,56";"22.685.814,89";"5.996.010,74";"29.601.434,36";
"01/2023";"13 - Cultura";"392 - Difusão cultural";"4.592.094,77";"342.569,48";"4.847,39";"12.379.159,70";
"01/2023";"28 - Encargos especiais";"846 - Outros encargos especiais";"28.341.638.867,33";"1.183.984.470,38";"953.787.725,05";"1.551.936.682,66";
"01/2023";"05 - Defesa nacional";"128 - Formação de recursos humanos";"12.354.252,68";"130.684,90";"72.672,17";"3.607.976,70";
"01/2023";"20 - Agricultura";"125 - Normatização e fiscalização";"2.330.085,14";"491.888,88";"373.556,16";"8.913.530,50";
"01/2023";"20 - Agricultura";"301 - Atenção básica";"0,00";"0,00";"0,00";"25.816.968,90";
"01/2023";"20 - Agricultura";"572 - Desenvolvimento tecnológico e engenharia";"2.969.162,91";"1.868.488,81";"573.233,68";"10.087.800,59";
"01/2023";"05 - Defesa nacional";"153 - Defesa terrestre";"145.416.794,85";"652.959,30";"504.358,30";"100.790.944,04";
"01/2023";"05 - Defesa nacional";"301 - Atenção básica";"0,00";"0,00";"0,00";"304.072.966,77";
"01/2023";"20 - Agricultura";"331 - Proteção e benefícios ao trabalhador";"236.488.425,35";"16.724.258,32";"6.080.182,78";"0,00";
"01/2023";"20 - Agricultura";"605 - Abastecimento";"5.877.253.115,91";"7.516.286,47";"1.423.443,41";"924.132.909,82";
"01/2023";"20 - Agricultura";"573 - Difusão do conhecimento científico e tecnológico";"0,00";"0,00";"0,00";"600.982,36";
"01/2023";"20 - Agricultura";"122 - Administração geral";"3.360.924.420,72";"401.780.484,81";"65.358.795,92";"359.020.508,69";
"01/2023";"05 - Defesa nacional";"122 - Administração geral";"51.186.836.148,37";"5.075.264.319,12";"1.410.122.480,93";"3.341.387.301,15";
"01/2023";"05 - Defesa nacional";"331 - Proteção e benefícios ao trabalhador";"2.132.929.169,94";"271.283.152,22";"55.052.049,03";"79.434.912,16";
"02/2023";"25 - Energia";"211 - Relações diplomáticas";"34.457,75";"34.454,75";"34.454,75";"0,00";
"02/2023";"18 - Gestão ambiental";"571 - Desenvolvimento científico";"27.595,00";"5.824,42";"5.005,00";"22.865,16";
"02/2023";"25 - Energia";"130 - Administração de concessões";"- 3.608.584,00";"602,73";"602,73";"30.844,28";
"02/2023";"25 - Energia";"665 - Normalização e qualidade";"- 3.430.184,00";"33.737,58";"33.001,72";"109.250,59";
"02/2023";"14 - Direitos da cidadania";"243 - Assistência à criança e ao adolescente";"0,00";"0,00";"0,00";"4.023.079,00";
"02/2023";"10 - Saúde";"512 - Saneamento básico urbano";"294.629,88";"20.651,08";"12.164,82";"9.429.954,57";
"02/2023";"10 - Saúde";"541 - Preservação e conservação ambiental";"53.500,00";"9.484,82";"8.536,37";"762.151,88";
"02/2023";"26 - Transporte";"781 - Transporte aéreo";"0,00";"0,00";"0,00";"4.730.131,48";
"02/2023";"04 - Administração";"662 - Produção industrial";"2.854.368,09";"658.994,92";"635.717,50";"2.803.725,88";
"02/2023";"06 - Segurança pública";"482 - Habitação urbana";"756.200,00";"52.600,00";"52.600,00";"145.700,00";
"02/2023";"09 - Previdência social";"125 - Normatização e fiscalização";"70.000,00";"303.472,12";"20.933,49";"0,00";
"02/2023";"24 - Comunicações";"572 - Desenvolvimento tecnológico e engenharia";"0,00";"0,00";"0,00";"3.216.727,02";
"02/2023";"18 - Gestão ambiental";"542 - Controle ambiental";"2.416.187,34";"1.570.081,61";"1.894.307,50";"3.982.797,46";
"02/2023";"04 - Administração";"092 - Representação judicial e extrajudicial";"1.600.793,31";"1.322.844,12";"1.331.961,40";"75.787,39";
"02/2023";"02 - Judiciária";"032 - Controle externo";"0,00";"0,00";"0,00";"7.900,00";
"02/2023";"14 - Direitos da cidadania";"423 - Assistência aos povos indígenas";"1.921.379,06";"321.698,53";"295.266,71";"1.770.287,10";
"02/2023";"28 - Encargos especiais";"847 - Transferências para a educação básica";"18.579.589.470,00";"9.318.661.222,18";"9.318.661.222,18";"18.029,11";
"02/2023";"09 - Previdência social";"846 - Outros encargos especiais";"52.725,36";"41.933.553,42";"41.936.229,78";"0,00";
"02/2023";"09 - Previdência social";"665 - Normalização e qualidade";"0,00";"0,00";"0,00";"75.282,75";
"02/2023";"09 - Previdência social";"301 - Atenção básica";"0,00";"0,00";"0,00";"948.800,82";
"02/2023";"09 - Previdência social";"331 - Proteção e benefícios ao trabalhador";"5.524.580,49";"18.740.099,08";"18.248.040,68";"0,00";
"02/2023";"09 - Previdência social";"124 - Controle interno";"- 274.699,89";"139.551,17";"129.909,49";"0,00";
"02/2023";"09 - Previdência social";"092 - Representação judicial e extrajudicial";"4.425.661,29";"4.459.303,11";"4.477.061,93";"249.395,12";
"02/2023";"24 - Comunicações";"422 - Direitos individuais, coletivos e difusos";"20.000,00";"0,00";"0,00";"37.375,76";
"02/2023";"24 - Comunicações";"125 - Normatização e fiscalização";"1.331.344,73";"826.224,06";"794.854,10";"732.390,74";
"02/2023";"01 - Legislativa";"031 - Ação legislativa";"0,00";"0,00";"0,00";"4.956,05";
"02/2023";"04 - Administração";"183 - Informação e inteligência";"7.272.296,57";"3.401.787,15";"3.330.076,28";"1.179.728,51";
"02/2023";"25 - Energia";"846 - Outros encargos especiais";"0,00";"4.057.173,20";"4.061.889,14";"0,00";
"02/2023";"25 - Energia";"125 - Normatização e fiscalização";"9.291.657,42";"6.446.799,96";"6.392.404,19";"4.416.586,66";
"02/2023";"24 - Comunicações";"722 - Telecomunicações";"68.410.621,90";"15.554.723,11";"8.002.512,19";"23.102.200,14";
"02/2023";"28 - Encargos especiais";"841 - Refinanciamento da dívida interna";"500.000.000,00";"2.408.136.426,92";"2.408.136.426,92";"0,00";
"02/2023";"28 - Encargos especiais";"844 - Serviço da dívida externa";"1.574.831.486,52";"1.574.831.486,52";"1.574.831.486,52";"0,00";
"02/2023";"28 - Encargos especiais";"843 - Serviço da dívida interna";"28.358.261.721,12";"37.285.485.371,07";"37.285.485.371,07";"1.004.040,02";
"02/2023";"08 - Assistência social";"511 - Saneamento básico rural";"0,00";"0,00";"0,00";"1.677,00";
"02/2023";"08 - Assistência social";"122 - Administração geral";"10.876.290,98";"2.187.429,74";"2.191.526,71";"4.627.069,74";
"02/2023";"08 - Assistência social";"306 - Alimentação e nutrição";"1.001.069,45";"64.674,31";"64.674,31";"14.270.629,81";
"02/2023";"27 - Desporto e lazer";"811 - Desporto de rendimento";"- 314.361,54";"430.193,93";"430.193,93";"11.833.371,94";
"02/2023";"27 - Desporto e lazer";"812 - Desporto comunitário";"2.097.959,09";"0,00";"0,00";"2.087.019,47";
"02/2023";"03 - Essencial à justiça";"846 - Outros encargos especiais";"0,00";"24.720.822,82";"24.720.822,82";"0,00";
"02/2023";"03 - Essencial à justiça";"301 - Atenção básica";"0,00";"0,00";"0,00";"1.278.909,76";
"02/2023";"03 - Essencial à justiça";"331 - Proteção e benefícios ao trabalhador";"0,00";"7.749.451,39";"6.687.979,56";"0,00";
"02/2023";"03 - Essencial à justiça";"092 - Representação judicial e extrajudicial";"35.257.943,01";"18.900.069,15";"18.184.646,51";"8.954.250,17";
"02/2023";"03 - Essencial à justiça";"122 - Administração geral";"380.790,31";"154.951,89";"143.565,26";"13.903,48";
"02/2023";"25 - Energia";"751 - Conservação de energia";"3.934.778,18";"3.214.404,22";"3.673.912,06";"38.853,41";
"02/2023";"24 - Comunicações";"126 - Tecnologia da informação";"0,00";"0,00";"0,00";"12.679,33";
"02/2023";"24 - Comunicações";"846 - Outros encargos especiais";"1.550.000,00";"3.948.124,18";"143.695,08";"0,00";
"02/2023";"24 - Comunicações";"301 - Atenção básica";"0,00";"0,00";"0,00";"76.928,10";
"02/2023";"24 - Comunicações";"331 - Proteção e benefícios ao trabalhador";"108.032,99";"1.658.666,59";"1.598.135,93";"0,00";
"02/2023";"24 - Comunicações";"122 - Administração geral";"2.958.519,64";"45.943.189,40";"69.356.641,81";"11.055.311,48";
"02/2023";"24 - Comunicações";"131 - Comunicação social";"24.685.794,71";"0,00";"0,00";"17.136.370,05";
"02/2023";"05 - Defesa nacional";"363 - Ensino profissional";"139.073,87";"104.936,70";"60.063,37";"6.999.740,98";
"02/2023";"21 - Organização agrária";"846 - Outros encargos especiais";"11.408.922,06";"5.618.557,48";"5.618.557,48";"4.928,04";
"02/2023";"21 - Organização agrária";"422 - Direitos individuais, coletivos e difusos";"66.559,90";"25.766,85";"24.216,00";"1.764,90";
"02/2023";"09 - Previdência social";"845 - Outras transferências";"128.465.343,86";"128.382.621,90";"126.448.613,69";"908.551,93";
"02/2023";"03 - Essencial à justiça";"032 - Controle externo";"0,00";"0,00";"0,00";"13.100,00";
"02/2023";"11 - Trabalho";"128 - Formação de recursos humanos";"0,00";"0,00";"0,00";"105.639,51";
"02/2023";"04 - Administração";"391 - Patrimônio histórico, artístico e arqueológico";"7.031.594,40";"936.985,85";"712.026,99";"1.591.768,00";
"02/2023";"08 - Assistência social";"331 - Proteção e benefícios ao trabalhador";"0,00";"0,00";"0,00";"8,55";
"02/2023";"23 - Comércio e serviços";"572 - Desenvolvimento tecnológico e engenharia";"0,00";"0,00";"0,00";"115.316,75";
"02/2023";"11 - Trabalho";"125 - Normatização e fiscalização";"909.677,66";"800.109,86";"794.273,65";"1.408.396,66";
"02/2023";"04 - Administração";"127 - Ordenamento territorial";"7.996.182,30";"1.780.114,41";"1.440.086,74";"2.046.020,07";
"02/2023";"23 - Comércio e serviços";"125 - Normatização e fiscalização";"0,00";"0,00";"0,00";"0,00";
"02/2023";"23 - Comércio e serviços";"691 - Promoção comercial";"0,00";"0,00";"0,00";"321,11";
"02/2023";"04 - Administração";"123 - Administração financeira";"2.980.093,64";"329.801,44";"331.017,53";"360.579,56";
"02/2023";"05 - Defesa nacional";"571 - Desenvolvimento científico";"74.892,52";"33.267,10";"11.481,12";"36.312,98";
"02/2023";"13 - Cultura";"301 - Atenção básica";"0,00";"0,00";"0,00";"8.374,35";
"02/2023";"06 - Segurança pública";"421 - Custódia e reintegração social";"2.402.179,65";"2.031.215,25";"1.980.238,95";"9.659.547,91";
